Date,High,Low,Open,Close,Volume,Adj Close
2021-01-28,141.99000549316406,136.6999969482422,139.52000427246094,137.08999633789062,142621100.0,136.65333557128906
2021-01-29,136.74000549316406,130.2100067138672,135.8300018310547,131.9600067138672,177523800.0,131.5396728515625
2021-02-01,135.3800048828125,130.92999267578125,133.75,134.13999938964844,106239800.0,133.7127227783203
2021-02-02,136.30999755859375,134.61000061035156,135.72999572753906,134.99000549316406,83305400.0,134.56002807617188
2021-02-03,135.77000427246094,133.61000061035156,135.75999450683594,133.94000244140625,89880900.0,133.5133819580078
2021-02-04,137.39999389648438,134.58999633789062,136.3000030517578,137.38999938964844,84183100.0,136.95237731933594
2021-02-05,137.4199981689453,135.86000061035156,137.35000610351562,136.75999450683594,75693800.0,136.52809143066406
2021-02-08,136.9600067138672,134.9199981689453,136.02999877929688,136.91000366210938,71297200.0,136.67784118652344
2021-02-09,137.8800048828125,135.85000610351562,136.6199951171875,136.00999450683594,76774200.0,135.77935791015625
2021-02-10,136.99000549316406,134.39999389648438,136.47999572753906,135.38999938964844,73046600.0,135.16041564941406
2021-02-11,136.38999938964844,133.77000427246094,135.89999389648438,135.1300048828125,64280000.0,134.90086364746094
2021-02-12,135.52999877929688,133.69000244140625,134.35000610351562,135.3699951171875,60145100.0,135.14044189453125
2021-02-16,136.00999450683594,132.7899932861328,135.49000549316406,133.19000244140625,80576300.0,132.9641571044922
2021-02-17,132.22000122070312,129.47000122070312,131.25,130.83999633789062,97918500.0,130.61813354492188
2021-02-18,130.0,127.41000366210938,129.1999969482422,129.7100067138672,96856700.0,129.49005126953125
2021-02-19,130.7100067138672,128.8000030517578,130.24000549316406,129.8699951171875,87668800.0,129.6497802734375
2021-02-22,129.72000122070312,125.5999984741211,128.00999450683594,126.0,103916400.0,125.78634643554688
2021-02-23,126.70999908447266,118.38999938964844,123.76000213623048,125.86000061035156,158273000.0,125.6465835571289
2021-02-24,125.55999755859376,122.2300033569336,124.94000244140624,125.3499984741211,111039900.0,125.13744354248048
2021-02-25,126.45999908447266,120.54000091552734,124.68000030517578,120.98999786376952,148199500.0,120.78483581542967
2021-02-26,124.8499984741211,121.1999969482422,122.58999633789062,121.26000213623048,164560400.0,121.05438232421876
2021-03-01,127.93000030517578,122.79000091552734,123.75,127.79000091552734,116307900.0,127.57331085205078
2021-03-02,128.72000122070312,125.01000213623048,128.41000366210938,125.12000274658205,102260900.0,124.9078369140625
2021-03-03,125.70999908447266,121.83999633789062,124.80999755859376,122.05999755859376,112966300.0,121.85301971435548
2021-03-04,123.5999984741211,118.62000274658205,121.75,120.12999725341795,178155000.0,119.9262924194336
2021-03-05,121.94000244140624,117.56999969482422,120.9800033569336,121.41999816894533,153766600.0,121.21410369873048
2021-03-08,121.0,116.20999908447266,120.93000030517578,116.36000061035156,154376600.0,116.16268920898438
2021-03-09,122.05999755859376,118.79000091552734,119.02999877929688,121.08999633789062,129525800.0,120.8846664428711
2021-03-10,122.16999816894533,119.4499969482422,121.69000244140624,119.9800033569336,111943300.0,119.77655792236328
2021-03-11,123.20999908447266,121.26000213623048,122.54000091552734,121.95999908447266,103026500.0,121.75318908691406
2021-03-12,121.16999816894533,119.16000366210938,120.4000015258789,121.02999877929688,88105100.0,120.82476806640624
2021-03-15,124.0,120.41999816894533,121.41000366210938,123.98999786376952,92403800.0,123.77974700927734
2021-03-16,127.22000122070312,124.72000122070312,125.6999969482422,125.56999969482422,115227900.0,125.35707092285156
2021-03-17,125.86000061035156,122.33999633789062,124.0500030517578,124.76000213623048,111932600.0,124.54844665527344
2021-03-18,123.18000030517578,120.31999969482422,122.87999725341795,120.52999877929688,121229700.0,120.32561492919922
2021-03-19,121.43000030517578,119.68000030517578,119.9000015258789,119.98999786376952,185549500.0,119.78652954101562
2021-03-22,123.87000274658205,120.26000213623048,120.33000183105467,123.38999938964844,111912300.0,123.18077087402344
2021-03-23,124.23999786376952,122.13999938964844,123.33000183105467,122.54000091552734,95467100.0,122.33221435546876
2021-03-24,122.9000015258789,120.06999969482422,122.81999969482422,120.08999633789062,88530500.0,119.88636016845705
2021-03-25,121.66000366210938,119.0,119.54000091552734,120.58999633789062,98844700.0,120.38551330566406
2021-03-26,121.4800033569336,118.91999816894533,120.3499984741211,121.20999908447266,94071200.0,121.00446319580078
2021-03-29,122.58000183105467,120.7300033569336,121.6500015258789,121.38999938964844,80819200.0,121.18415832519533
2021-03-30,120.4000015258789,118.86000061035156,120.11000061035156,119.9000015258789,85671900.0,119.69668579101562
2021-03-31,123.5199966430664,121.1500015258789,121.6500015258789,122.1500015258789,118323800.0,121.94287109375
2021-04-01,124.18000030517578,122.48999786376952,123.66000366210938,123.0,75089100.0,122.79142761230467
2021-04-05,126.16000366210938,123.06999969482422,123.87000274658205,125.9000015258789,88651200.0,125.68651580810548
2021-04-06,127.12999725341795,125.6500015258789,126.5,126.20999908447266,80171300.0,125.99598693847656
2021-04-07,127.91999816894533,125.13999938964844,125.83000183105467,127.9000015258789,83466700.0,127.68312072753906
2021-04-08,130.38999938964844,128.52000427246094,128.9499969482422,130.36000061035156,88844600.0,130.13894653320312
2021-04-09,133.0399932861328,129.47000122070312,129.8000030517578,133.0,106686700.0,132.77447509765625
2021-04-12,132.85000610351562,130.6300048828125,132.52000427246094,131.24000549316406,91420000.0,131.0174560546875
2021-04-13,134.66000366210938,131.92999267578125,132.44000244140625,134.42999267578125,91266500.0,134.20204162597656
2021-04-14,135.0,131.66000366210938,134.94000244140625,132.02999877929688,87222800.0,131.80612182617188
2021-04-15,135.0,133.63999938964844,133.82000732421875,134.5,89347100.0,134.2719268798828
2021-04-16,134.6699981689453,133.27999877929688,134.3000030517578,134.16000366210938,84922400.0,133.93251037597656
2021-04-19,135.47000122070312,133.33999633789062,133.50999450683594,134.83999633789062,94264200.0,134.61134338378906
2021-04-20,135.52999877929688,131.80999755859375,135.02000427246094,133.11000061035156,94812300.0,132.88429260253906
2021-04-21,133.75,131.3000030517578,132.36000061035156,133.5,68847100.0,133.27362060546875
2021-04-22,134.14999389648438,131.41000366210938,133.0399932861328,131.94000244140625,84566500.0,131.71627807617188
2021-04-23,135.1199951171875,132.16000366210938,132.16000366210938,134.32000732421875,78657500.0,134.0922393798828
2021-04-26,135.05999755859375,133.55999755859375,134.8300018310547,134.72000122070312,66905100.0,134.49156188964844
2021-04-27,135.41000366210938,134.11000061035156,135.00999450683594,134.38999938964844,66015800.0,134.162109375
2021-04-28,135.02000427246094,133.0800018310547,134.30999755859375,133.5800018310547,107760100.0,133.35348510742188
2021-04-29,137.07000732421875,132.4499969482422,136.47000122070312,133.47999572753906,151101000.0,133.253662109375
2021-04-30,133.55999755859375,131.07000732421875,131.77999877929688,131.4600067138672,109839500.0,131.23709106445312
2021-05-03,134.07000732421875,131.8300018310547,132.0399932861328,132.5399932861328,75135100.0,132.31524658203125
2021-05-04,131.49000549316406,126.6999969482422,131.19000244140625,127.8499984741211,137564700.0,127.6332015991211
2021-05-05,130.4499969482422,127.97000122070312,129.1999969482422,128.10000610351562,84000900.0,127.8827896118164
2021-05-06,129.75,127.12999725341795,127.88999938964844,129.74000549316406,78128300.0,129.52000427246094
2021-05-07,131.25999450683594,129.47999572753906,130.85000610351562,130.2100067138672,78973300.0,130.2100067138672
2021-05-10,129.5399932861328,126.80999755859376,129.41000366210938,126.8499984741211,88071200.0,126.8499984741211
2021-05-11,126.2699966430664,122.7699966430664,123.5,125.91000366210938,126142800.0,125.91000366210938
2021-05-12,124.63999938964844,122.25,123.4000015258789,122.7699966430664,112172300.0,122.7699966430664
2021-05-13,126.1500015258789,124.26000213623048,124.58000183105467,124.97000122070312,105861300.0,124.97000122070312
2021-05-14,127.88999938964844,125.8499984741211,126.25,127.4499969482422,81918000.0,127.4499969482422
2021-05-17,126.93000030517578,125.16999816894533,126.81999969482422,126.2699966430664,74244600.0,126.2699966430664
2021-05-18,126.98999786376952,124.77999877929688,126.55999755859376,124.8499984741211,63342900.0,124.8499984741211
2021-05-19,124.91999816894533,122.86000061035156,123.16000366210938,124.69000244140624,92612000.0,124.69000244140624
2021-05-20,127.72000122070312,125.0999984741211,125.2300033569336,127.30999755859376,76857100.0,127.30999755859376
2021-05-21,128.0,125.20999908447266,127.81999969482422,125.43000030517578,79295400.0,125.43000030517578
2021-05-24,127.94000244140624,125.94000244140624,126.01000213623048,127.0999984741211,63092900.0,127.0999984741211
2021-05-25,128.32000732421875,126.31999969482422,127.81999969482422,126.9000015258789,72009500.0,126.9000015258789
2021-05-26,127.38999938964844,126.41999816894533,126.95999908447266,126.8499984741211,56575900.0,126.8499984741211
2021-05-27,127.63999938964844,125.08000183105467,126.44000244140624,125.27999877929688,94625600.0,125.27999877929688
2021-05-28,125.8000030517578,124.5500030517578,125.56999969482422,124.61000061035156,71311100.0,124.61000061035156
2021-06-01,125.3499984741211,123.94000244140624,125.08000183105467,124.27999877929688,67637100.0,124.27999877929688
2021-06-02,125.23999786376952,124.0500030517578,124.27999877929688,125.05999755859376,59278900.0,125.05999755859376
2021-06-03,124.8499984741211,123.12999725341795,124.68000030517578,123.54000091552734,76229200.0,123.54000091552734
2021-06-04,126.16000366210938,123.8499984741211,124.06999969482422,125.88999938964844,75169300.0,125.88999938964844
2021-06-07,126.31999969482422,124.83000183105467,126.16999816894533,125.9000015258789,71057600.0,125.9000015258789
2021-06-08,128.4600067138672,126.20999908447266,126.5999984741211,126.73999786376952,74403800.0,126.73999786376952
2021-06-09,127.75,126.5199966430664,127.20999908447266,127.12999725341795,56877900.0,127.12999725341795
2021-06-10,128.19000244140625,125.94000244140624,127.0199966430664,126.11000061035156,71186400.0,126.11000061035156
2021-06-11,127.44000244140624,126.0999984741211,126.52999877929688,127.3499984741211,53522400.0,127.3499984741211
2021-06-14,130.5399932861328,127.06999969482422,127.81999969482422,130.47999572753906,96906500.0,130.47999572753906
2021-06-15,130.60000610351562,129.38999938964844,129.94000244140625,129.63999938964844,62746300.0,129.63999938964844
2021-06-16,130.88999938964844,128.4600067138672,130.3699951171875,130.14999389648438,91815000.0,130.14999389648438
2021-06-17,132.5500030517578,129.64999389648438,129.8000030517578,131.7899932861328,96721700.0,131.7899932861328
2021-06-18,131.50999450683594,130.24000549316406,130.7100067138672,130.4600067138672,108787300.0,130.4600067138672
2021-06-21,132.41000366210938,129.2100067138672,130.3000030517578,132.3000030517578,79663300.0,132.3000030517578
2021-06-22,134.0800018310547,131.6199951171875,132.1300048828125,133.97999572753906,74783600.0,133.97999572753906
2021-06-23,134.32000732421875,133.22999572753906,133.77000427246094,133.6999969482422,60214200.0,133.6999969482422
2021-06-24,134.63999938964844,132.92999267578125,134.4499969482422,133.41000366210938,68711000.0,133.41000366210938
2021-06-25,133.88999938964844,132.80999755859375,133.4600067138672,133.11000061035156,70730700.0,133.11000061035156
